Enum Name,Value,Entry Name
JAISoundInfoID,2302,JA_SE_DEMO_MSG_END
JAISoundInfoID,2303,JA_SE_SO_MAP_ADD_FIN
JAISoundInfoID,2304,JA_SE_BIRDMAN_TAKE_OFF
JAISoundInfoID,2305,JA_SE_BIRDMAN_FALL_END
JAISoundInfoID,2306,JA_SE_BIRDMAN_GOAL_END
JAISoundInfoID,2307,JA_SE_BIRDMAN_RESULT
JAISoundInfoID,2308,JA_SE_G_SHIP_MAP_BLINK
JAISoundInfoID,2309,JA_SE_MAJU_MO_CHECK
JAISoundInfoID,2310,JA_SE_NAME_INPUT_LIMIT
JAISoundInfoID,2311,JA_SE_UTSUSHIE_TO_DX
JAISoundInfoID,2312,JA_SE_TRIFORCE_BECOME_ONE
JAISoundInfoID,2313,JA_SE_TITLE_KIRA
JAISoundInfoID,2314,JA_SE_MD_HARP_INDICATOR
JAISoundInfoID,2315,JA_SE_TITLE_WIND
JAISoundInfoID,2316,JA_SE_UTUSHIE_B_SHOW
JAISoundInfoID,2317,JA_SE_KAIZU_RETURN
JAISoundInfoID,2318,JA_SE_TC_MAP_RETURN
JAISoundInfoID,4174,dummySound1
JAISoundInfoID,4175,dummySound2
JAISoundInfoID,4176,dummySound3
JAISoundInfoID,4177,dummySound4
JAISoundInfoID,4178,dummySound5
JAISoundInfoID,4179,dummySound6
JAISoundInfoID,4180,dummySound7
JAISoundInfoID,4181,dummySound8
JAISoundInfoID,4182,dummySound9
JAISoundInfoID,4183,dummySound10
JAISoundInfoID,4184,dummySound11
JAISoundInfoID,4185,JA_SE_LK_V_KAITEN_S
JAISoundInfoID,4186,JA_SE_ATM_WIND_1
JAISoundInfoID,4187,JA_SE_ATM_RAIN_1
JAISoundInfoID,4190,JA_SE_ATM_JINARI
JAISoundInfoID,4191,JA_SE_ATM_RAKUBAN
JAISoundInfoID,4192,JA_SE_ATM_WIND_I_LINK
JAISoundInfoID,4193,JA_SE_ATM_WIND_HOT
JAISoundInfoID,4194,JA_SE_ATM_WIND_GRASS
JAISoundInfoID,4196,JA_SE_ATM_WIND_MJT
JAISoundInfoID,4197,JA_SE_ATM_WIND_KINDAN
JAISoundInfoID,4198,JA_SE_ATM_WATERFALL_M
JAISoundInfoID,4199,JA_SE_ATM_WATERFALL_S
JAISoundInfoID,4200,JA_SE_ATM_SWIRL
JAISoundInfoID,4201,JA_SE_OBJ_SALVAGE_TAG
JAISoundInfoID,4202,JA_SE_ATM_WIND_VAR
JAISoundInfoID,4203,JA_SE_OBJ_TORNADE_SUS
JAISoundInfoID,4207,JA_SE_OBJ_FIRE_ARROW_AMB
JAISoundInfoID,4208,JA_SE_OBJ_ICE_ARROW_AMB
JAISoundInfoID,4209,JA_SE_OBJ_LIGHT_ARROW_AMB
JAISoundInfoID,4210,JA_SE_ATM_ICEBERG_WIND
JAISoundInfoID,4211,JA_SE_ATM_VOLCANO_MAGMA
JAISoundInfoID,4212,JA_SE_SYS_WTAKT_WIND_AMB
JAISoundInfoID,4213,JA_SE_ATM_BWD_WIND
JAISoundInfoID,4214,JA_SE_ATM_BWD_SAND_EBB
JAISoundInfoID,4215,JA_SE_ATM_BWD_SAND_FLOW
JAISoundInfoID,4218,JA_SE_CV_YUUREISEN_SONG
JAISoundInfoID,4219,JA_SE_OBJ_ST_KOUSHI_MOVE
JAISoundInfoID,4220,JA_SE_ATM_WATERFALL_M_RIV
JAISoundInfoID,4221,JA_SE_OBJ_FER_WHEEL_ROUND
JAISoundInfoID,4222,JA_SE_LK_MG_SHELD_USING
JAISoundInfoID,4223,JA_SE_LK_NOW_CURSE_PW
JAISoundInfoID,4228,JA_SE_ATM_RAIN_ROOM
JAISoundInfoID,4229,JA_SE_ATM_RAIN_HARD
JAISoundInfoID,4230,JA_SE_ATM_RAIN_ROOM_HARD
JAISoundInfoID,4231,JA_SE_ATM_JB_WAVE
JAISoundInfoID,4232,JA_SE_OBJ_HL_WAPR_EFF
JAISoundInfoID,4233,JA_SE_OBJ_GN_WAPR_EFF
JAISoundInfoID,4255,JA_SE_ATM_D42_WIND
JAISoundInfoID,4256,JA_SE_ATM_D42_WATERFALL
JAISoundInfoID,4261,JA_SE_ATM_WIND_R_DUN_MAE
JAISoundInfoID,4262,JA_SE_ATM_D24_WIND
JAISoundInfoID,4263,JA_SE_ATM_WATERFALL_M_LPF
JAISoundInfoID,4264,JA_SE_ATM_RAIN_LPF
JAISoundInfoID,4265,JA_SE_OBJ_SALVAGE_TAG_NEAR
JAISoundInfoID,6144,JA_SE_LK_V_01_01
JAISoundInfoID,6145,JA_SE_LK_V_01_02
JAISoundInfoID,6146,JA_SE_LK_V_01_03
JAISoundInfoID,6147,JA_SE_LK_V_01_04
JAISoundInfoID,6148,JA_SE_LK_V_02_01
JAISoundInfoID,6149,JA_SE_LK_V_02_02
JAISoundInfoID,6150,JA_SE_LK_V_02_03
JAISoundInfoID,6151,JA_SE_LK_V_03_01
JAISoundInfoID,6152,JA_SE_LK_V_03_02
JAISoundInfoID,6153,JA_SE_LK_V_03_03
JAISoundInfoID,6154,JA_SE_LK_V_03_05
JAISoundInfoID,6155,JA_SE_LK_V_04_01
JAISoundInfoID,6156,JA_SE_LK_V_04_02
JAISoundInfoID,6157,JA_SE_LK_V_04_03
JAISoundInfoID,6158,JA_SE_LK_V_05_01
JAISoundInfoID,6159,JA_SE_LK_V_05_02
JAISoundInfoID,6160,JA_SE_LK_V_05_03
JAISoundInfoID,6161,JA_SE_LK_V_06_01
JAISoundInfoID,6162,JA_SE_LK_V_06_02
JAISoundInfoID,6163,JA_SE_LK_V_06_03
JAISoundInfoID,6164,JA_SE_LK_V_07_01
JAISoundInfoID,6165,JA_SE_LK_V_07_02
JAISoundInfoID,6166,JA_SE_LK_V_07_03
JAISoundInfoID,6167,JA_SE_LK_V_08_01
JAISoundInfoID,6168,JA_SE_LK_V_08_02
JAISoundInfoID,6169,JA_SE_LK_V_08_03
JAISoundInfoID,6170,JA_SE_LK_V_09_02
JAISoundInfoID,6171,JA_SE_LK_V_09_03
JAISoundInfoID,6172,JA_SE_LK_V_09_AFTER
JAISoundInfoID,6173,JA_SE_LK_V_10_01
JAISoundInfoID,6174,JA_SE_LK_V_10_02
JAISoundInfoID,6175,JA_SE_LK_V_11_01
JAISoundInfoID,6176,JA_SE_LK_V_11_02
JAISoundInfoID,6177,JA_SE_LK_V_11_03
JAISoundInfoID,6178,JA_SE_LK_V_12_01
JAISoundInfoID,6179,JA_SE_LK_V_13_01
JAISoundInfoID,6180,JA_SE_LK_V_13_AFTER
JAISoundInfoID,6181,JA_SE_LK_V_14_01
JAISoundInfoID,6182,JA_SE_LK_V_14_02
JAISoundInfoID,6183,JA_SE_LK_V_15_03
JAISoundInfoID,6184,JA_SE_LK_V_15_04
JAISoundInfoID,6185,JA_SE_LK_V_16_01
JAISoundInfoID,6186,JA_SE_LK_V_16_03
JAISoundInfoID,6187,JA_SE_LK_V_17_01
JAISoundInfoID,6188,JA_SE_LK_V_17_04
JAISoundInfoID,6189,JA_SE_LK_V_18_03
JAISoundInfoID,6190,JA_SE_LK_V_19_01
JAISoundInfoID,6191,JA_SE_LK_V_19_02
JAISoundInfoID,6192,JA_SE_LK_V_20_03
JAISoundInfoID,6193,JA_SE_LK_V_21_01
JAISoundInfoID,6194,JA_SE_LK_V_21_AFTER
JAISoundInfoID,6195,JA_SE_LK_V_22_01
JAISoundInfoID,6196,JA_SE_LK_V_23_02
JAISoundInfoID,6197,JA_SE_LK_V_24_02
JAISoundInfoID,6198,JA_SE_LK_V_25_02
JAISoundInfoID,6199,JA_SE_LK_V_26_01
JAISoundInfoID,6200,JA_SE_LK_V_27_02
JAISoundInfoID,6201,JA_SE_LK_V_28_01
JAISoundInfoID,6202,JA_SE_LK_V_33_01
JAISoundInfoID,6203,JA_SE_LK_V_55_01
JAISoundInfoID,6204,JA_SE_LK_V_55_02
JAISoundInfoID,6205,JA_SE_LK_V_56_01
JAISoundInfoID,6206,JA_SE_LK_V_57_05
JAISoundInfoID,6207,JA_SE_LK_V_57_06
JAISoundInfoID,6208,JA_SE_LK_V_29_01
JAISoundInfoID,6209,JA_SE_LK_V_NEKO
JAISoundInfoID,6210,JA_SE_LK_V_51_01
JAISoundInfoID,6211,JA_SE_LK_V_51_02
JAISoundInfoID,6212,JA_SE_LK_V_67_02
JAISoundInfoID,6213,JA_SE_LK_V_27_01
JAISoundInfoID,6214,JA_SE_LK_V_86_01
JAISoundInfoID,6215,JA_SE_LK_V_87_01
JAISoundInfoID,6216,JA_SE_LK_V_62_01
JAISoundInfoID,6217,JA_SE_LK_V_62_02
JAISoundInfoID,6218,JA_SE_LK_V_83_01
JAISoundInfoID,6219,JA_SE_LK_V_36_01
JAISoundInfoID,6220,JA_SE_LK_V_36_02
JAISoundInfoID,6221,JA_SE_LK_V_93_01
JAISoundInfoID,6236,JA_SE_ATM_RAIN_START
JAISoundInfoID,6237,JA_SE_ATM_RAIN_END
JAISoundInfoID,6243,JA_SE_ATM_MAGMA_CHILL
JAISoundInfoID,6252,JA_SE_OBJ_TORNADE_WIND_UP
JAISoundInfoID,6253,JA_SE_OBJ_TORNADE_LANDING
JAISoundInfoID,6254,JA_SE_OBJ_TORNADE_WARP
JAISoundInfoID,6264,JA_SE_LK_V_D04_ABARE
JAISoundInfoID,6265,JA_SE_LK_V_D06_ABARE
JAISoundInfoID,6272,JA_SE_LK_V_D47_SLEEP
JAISoundInfoID,6273,JA_SE_LK_V_D47_AWAKE
JAISoundInfoID,6274,JA_SE_LK_V_D47_NOBI
JAISoundInfoID,6275,JA_SE_LK_V_D47_NOTICE
JAISoundInfoID,6282,JA_SE_LK_V_TURN_INTO_GN
JAISoundInfoID,6283,JA_SE_LK_V_GN_LAST_ATTACK
JAISoundInfoID,6284,JA_SE_LK_V_D35_NOTICE
JAISoundInfoID,6285,JA_SE_LK_V_D36_TIRED
JAISoundInfoID,6286,JA_SE_LK_V_D08_SURPRISED
JAISoundInfoID,6287,JA_SE_LK_V_D08_TUMBLE
JAISoundInfoID,6288,JA_SE_LK_V_D21_STRAIN
JAISoundInfoID,6289,JA_SE_LK_V_D50_RELIEF
JAISoundInfoID,6290,JA_SE_LK_V_D50_STRAIN
JAISoundInfoID,6291,JA_SE_LK_V_D50_SWING_SW
JAISoundInfoID,6292,JA_SE_LK_V_D26_FAILY_IN_1
JAISoundInfoID,6293,JA_SE_LK_V_D26_FAILY_IN_2
JAISoundInfoID,6294,JA_SE_LK_V_D25_SURPRISE
JAISoundInfoID,6295,JA_SE_LK_V_D25_SMILE
JAISoundInfoID,6296,JA_SE_LK_V_D23_RELEAF_1
JAISoundInfoID,6297,JA_SE_LK_V_D23_RELEAF_2
JAISoundInfoID,6298,JA_SE_LK_V_D24_BIBIRI
JAISoundInfoID,6299,JA_SE_LK_V_D24_SURPRISE
JAISoundInfoID,6300,JA_SE_LK_V_D24_BEF_ATTACK
JAISoundInfoID,6301,JA_SE_LK_V_D24_ATTACK
JAISoundInfoID,6302,JA_SE_LK_V_D24_DAMAGE
JAISoundInfoID,6305,JA_SE_LK_V_D42_DAMAGE_1
JAISoundInfoID,6306,JA_SE_LK_V_D42_DAMAGE_2
JAISoundInfoID,6307,JA_SE_LK_V_D42_DAMAGE_4
JAISoundInfoID,6308,JA_SE_LK_V_D43_RELEAF
JAISoundInfoID,8209,JA_SE_LK_SHIP_RUDDER_OUT
JAISoundInfoID,8210,JA_SE_LK_SHIP_RUDDER_IN
JAISoundInfoID,8222,JA_SE_LK_ROPE_SWING_F
JAISoundInfoID,8223,JA_SE_LK_ROPE_UNWIND
JAISoundInfoID,8226,JA_SE_LK_MOVE_ROCK
JAISoundInfoID,8230,JA_SE_LK_MOVE_WBLOCK
JAISoundInfoID,8250,JA_SE_LK_SUGOI_KAITEN
JAISoundInfoID,8251,JA_SE_LK_SWORD_CHARGE
JAISoundInfoID,8257,JA_SE_LK_BURNING
JAISoundInfoID,8269,JA_SE_LK_SHIP_CRANE_WORK
JAISoundInfoID,8273,JA_SE_LK_SHIP_CANNON_MOVE
JAISoundInfoID,8276,JA_SE_LK_FAN_WIND
JAISoundInfoID,8278,JA_SE_LK_HAT_SWING
JAISoundInfoID,8280,JA_SE_LK_CURSE_BURNING
JAISoundInfoID,8282,JA_SE_LK_SLIP_SUS
JAISoundInfoID,8283,JA_SE_LK_SLIP_SUS_ICE
JAISoundInfoID,8284,JA_SE_LK_SLIP_SUS_STONE
JAISoundInfoID,8286,JA_SE_LK_WTAKT_USING
JAISoundInfoID,8294,JA_SE_WTAKT_AMBIENT
JAISoundInfoID,8300,JA_SE_LK_HS_CHAIN
JAISoundInfoID,8301,JA_SE_LK_HS_WIND_UP
JAISoundInfoID,10240,JA_SE_LK_SW_KAZEKIRI_S
JAISoundInfoID,10241,JA_SE_LK_SW_KAZEKIRI_L
JAISoundInfoID,10242,JA_SE_LK_SW_KAZEKIRI_M
JAISoundInfoID,10243,JA_SE_LK_SW_HIT_S
JAISoundInfoID,10244,JA_SE_LK_SW_HIT_L
JAISoundInfoID,10245,JA_SE_LK_SW_HIT_M
JAISoundInfoID,10246,JA_SE_LK_SW_CRT_HIT
JAISoundInfoID,10247,JA_SE_LK_SW_PULLOUT_S
JAISoundInfoID,10248,JA_SE_LK_SW_PULLOUT_L
JAISoundInfoID,10249,JA_SE_LK_SW_PULLOUT_M
JAISoundInfoID,10250,JA_SE_LK_SW_PUTIN_S
JAISoundInfoID,10251,JA_SE_LK_SW_PUTIN_L
JAISoundInfoID,10252,JA_SE_LK_SW_PUTIN_M
JAISoundInfoID,10253,JA_SE_LK_RUN_SLIP
JAISoundInfoID,10254,JA_SE_LK_ROPE_WIND
JAISoundInfoID,10255,JA_SE_LK_ROPE_KAZEKIRI
JAISoundInfoID,10256,JA_SE_LK_ITEM_TAKEOUT
JAISoundInfoID,10259,JA_SE_LK_SHIP_SAIL_BAR
JAISoundInfoID,10260,JA_SE_LK_BOOM_FLY
JAISoundInfoID,10261,JA_SE_LK_BOOM_CATCH
JAISoundInfoID,10262,JA_SE_LK_FALL_DAMAGE
JAISoundInfoID,10263,JA_SE_LK_ROPE_LAUNCH
JAISoundInfoID,10264,JA_SE_LK_ROPE_COIL_1
JAISoundInfoID,10265,JA_SE_LK_ROPE_COIL_2
JAISoundInfoID,10266,JA_SE_LK_ROPE_COIL_3
JAISoundInfoID,10267,JA_SE_LK_ROPE_HOOK_WOOD
JAISoundInfoID,10268,JA_SE_LK_ROPE_HOOK_STONE
JAISoundInfoID,10269,JA_SE_LK_ROPE_HOOK_METAL
JAISoundInfoID,10272,JA_SE_LK_ROPE_MAXLENGTH
JAISoundInfoID,10273,JA_SE_LK_ROPE_UNCOIL
JAISoundInfoID,10275,JA_SE_LK_MOVE_ROCK_LIMIT
JAISoundInfoID,10276,JA_SE_LK_ESA_THROW
JAISoundInfoID,10277,JA_SE_SHIP_SAIL_MOVE
JAISoundInfoID,10279,JA_SE_LK_MOVE_WBLOCK_LIMIT
JAISoundInfoID,10280,JA_SE_LK_LAST_HIT
JAISoundInfoID,10281,JA_SE_LK_BARREL_PUT_ON
JAISoundInfoID,10282,JA_SE_LK_BARREL_TAKE_OFF
JAISoundInfoID,10283,JA_SE_LK_KAITENGIRI
JAISoundInfoID,10284,JA_SE_LK_CUT_GRASS
JAISoundInfoID,10285,JA_SE_LK_DAMAGE_NORMAL
JAISoundInfoID,10286,JA_SE_LK_DAMAGE_LARGE
JAISoundInfoID,10287,JA_SE_LK_BODYATTACK
JAISoundInfoID,10288,JA_SE_LK_ROPE_HOOK_BODY
JAISoundInfoID,10289,JA_SE_SHIP_SAIL_OUT
JAISoundInfoID,10290,JA_SE_SHIP_SAIL_IN
JAISoundInfoID,10291,JA_SE_LK_W_WEP_HIT
JAISoundInfoID,10292,JA_SE_LK_MS_WEP_HIT
JAISoundInfoID,10293,JA_SE_LK_W_WEP_CRT_HIT
JAISoundInfoID,10294,JA_SE_LK_MS_WEP_CRT_HIT
JAISoundInfoID,10295,JA_SE_LK_HIT_SBRIDGE_ROPE
JAISoundInfoID,10296,JA_SE_LK_CUT_SBRIDGE_ROPE
JAISoundInfoID,10297,JA_SE_LK_HIT_SBRIDGE_CHAIN
JAISoundInfoID,10300,JA_SE_LK_JUMP_ATTACK
JAISoundInfoID,10301,JA_SE_LK_MJ_DEMO_BARREL
JAISoundInfoID,10302,JA_SE_LK_HOFUKU
JAISoundInfoID,10303,JA_SE_LK_CONVEY_WPOT
JAISoundInfoID,10304,JA_SE_LK_WALK_IN_WATER
JAISoundInfoID,10306,JA_SE_LK_ROPE_SWING_ROUND
JAISoundInfoID,10307,JA_SE_LK_FAN_PRE_SWING
JAISoundInfoID,10308,JA_SE_LK_FAN_SWING
JAISoundInfoID,10309,JA_SE_LK_FAN_CHUTE_OPEN
JAISoundInfoID,10310,JA_SE_LK_FAN_CHUTE_RISE
JAISoundInfoID,10311,JA_SE_LK_FAN_CHUTE_CLOSE
JAISoundInfoID,10312,JA_SE_LK_FAN_CHUTE_WATER
JAISoundInfoID,10313,JA_SE_LK_JUMP_FLOWER_OUT
JAISoundInfoID,10314,JA_SE_LK_SHIP_CRANE_OUT
JAISoundInfoID,10315,JA_SE_LK_SHIP_CRANE_IN
JAISoundInfoID,10316,JA_SE_LK_SHIP_CRANE_ARM
JAISoundInfoID,10318,JA_SE_LK_SHIP_CRANE_STOP
JAISoundInfoID,10319,JA_SE_LK_SHIP_CANNON_OUT
JAISoundInfoID,10320,JA_SE_LK_SHIP_CANNON_IN
JAISoundInfoID,10322,JA_SE_LK_SHIP_CANNON_FIRE
JAISoundInfoID,10323,JA_SE_LK_BEAM_HIT
JAISoundInfoID,10325,JA_SE_LK_HAMMER_HIT
JAISoundInfoID,10327,JA_SE_LK_HAMMER_SWING
JAISoundInfoID,10329,JA_SE_LK_CHANGE_BOOTS
JAISoundInfoID,10333,JA_SE_LK_WAPR_EFF_WARP
JAISoundInfoID,10335,JA_SE_LK_WTAKT_SWING
JAISoundInfoID,10336,JA_SE_LK_BOTTLE_CLOSE
JAISoundInfoID,10337,JA_SE_LK_BOTTLE_OPEN
JAISoundInfoID,10338,JA_SE_LK_ITEM_OUT_BREAST
JAISoundInfoID,10339,JA_SE_OBJ_MJ_GATE_OPEN
JAISoundInfoID,10340,JA_SE_OBJ_MJ_GATE_BAR_OPEN
JAISoundInfoID,10341,JA_SE_OBJ_MJ_GATE_BAR_STOP
JAISoundInfoID,10343,JA_SE_WTAKT_ARM_SWING
JAISoundInfoID,10344,JA_SE_WTAKT_AUFTAKT
JAISoundInfoID,10345,JA_SE_LK_DRAW_BOW
JAISoundInfoID,10346,JA_SE_LK_SHOOT_ARROW
JAISoundInfoID,10347,JA_SE_LK_HS_SHOOT
JAISoundInfoID,10350,JA_SE_LK_HS_WIND_UP_FIN
JAISoundInfoID,10351,JA_SE_LK_HS_SPIKE
JAISoundInfoID,10352,JA_SE_LK_W_DAIZA_ATTACH
JAISoundInfoID,10353,JA_SE_LK_W_DAIZA_TAKEOFF
JAISoundInfoID,10354,JA_SE_LK_FIT_FIRE_ARROW
JAISoundInfoID,10355,JA_SE_LK_FIT_ICE_ARROW
JAISoundInfoID,10356,JA_SE_LK_FIT_LIGHT_ARROW
JAISoundInfoID,10357,JA_SE_LK_SHOOT_FIRE_ARROW
JAISoundInfoID,10358,JA_SE_LK_SHOOT_ICE_ARROW
JAISoundInfoID,10359,JA_SE_LK_SHOOT_LIGHT_ARROW
JAISoundInfoID,10360,JA_SE_LK_FREEZE
JAISoundInfoID,10361,JA_SE_LK_ARROW_HIT
JAISoundInfoID,10362,JA_SE_LK_ARROW_REBOUND
JAISoundInfoID,10363,JA_SE_LK_HS_REBOUND
JAISoundInfoID,10364,JA_SE_LK_ELEC_PARALYSED
JAISoundInfoID,10365,JA_SE_LK_BOSS_WARP_EFF_ST
JAISoundInfoID,10366,JA_SE_LK_SCOOP_WATER
JAISoundInfoID,10367,JA_SE_LK_SPRINKLE_WATER
JAISoundInfoID,10368,JA_SE_WTAKT_AUFTAKT_4
JAISoundInfoID,10369,JA_SE_WTAKT_AUFTAKT_6
JAISoundInfoID,10370,JA_SE_LK_DOWN_ON_BOARD
JAISoundInfoID,10371,JA_SE_LK_OPEN_LETTER
JAISoundInfoID,10372,JA_SE_LK_FLIFT_GO_WATER
JAISoundInfoID,10373,JA_SE_LK_HYOI_SET
JAISoundInfoID,10374,JA_SE_LK_MGC_SHIELD_DEF
JAISoundInfoID,10375,JA_SE_LK_BOSS_WARP_EFF_ED
JAISoundInfoID,10376,JA_SE_LK_B_BOSS_WARP
JAISoundInfoID,10377,JA_SE_LK_WARP_TO_G_SHIP
JAISoundInfoID,10378,JA_SE_LK_FG_ROOM_WARP_OUT
JAISoundInfoID,10379,JA_SE_LK_MAZE_WARP_IN
JAISoundInfoID,10380,JA_SE_LK_PUT_PEARL
JAISoundInfoID,10381,JA_SE_LK_HL_WAPR_D_IN
JAISoundInfoID,10382,JA_SE_LK_HL_WAPR_D_OUT
JAISoundInfoID,10383,JA_SE_LK_HL_WAPR_U_IN
JAISoundInfoID,10384,JA_SE_LK_HL_WAPR_U_OUT
JAISoundInfoID,10385,JA_SE_LK_GN_WAPR_D_IN
JAISoundInfoID,10386,JA_SE_LK_GN_WAPR_D_OUT
JAISoundInfoID,10387,JA_SE_LK_GN_WAPR_U_IN
JAISoundInfoID,10388,JA_SE_LK_GN_WAPR_U_OUT
JAISoundInfoID,10389,JA_SE_LK_D50_SWING_SW_1
JAISoundInfoID,10390,JA_SE_LK_D50_SWING_SW_2
JAISoundInfoID,10391,JA_SE_LK_D50_SWING_SW_3
JAISoundInfoID,10392,JA_SE_LK_D50_SWORD_HIT
JAISoundInfoID,10393,JA_SE_LK_D23_DOOR_GACHA
JAISoundInfoID,10394,JA_SE_LK_D24_SHAKIIN
JAISoundInfoID,10395,JA_SE_LK_D24_DAMAGE
JAISoundInfoID,10396,JA_SE_LK_D24_FALL
JAISoundInfoID,10397,JA_SE_LK_D42_DAMAGE_1
JAISoundInfoID,10398,JA_SE_LK_D42_DAMAGE_2
JAISoundInfoID,10399,JA_SE_LK_D42_DAMAGE_3
JAISoundInfoID,10400,JA_SE_LK_D42_DAMAGE_4
JAISoundInfoID,10401,JA_SE_LK_D42_MSWORD_FLY
JAISoundInfoID,10402,JA_SE_LK_D42_MSWORD_SPIKE
JAISoundInfoID,10403,JA_SE_LK_D42_FALL_DOWN
JAISoundInfoID,10404,JA_SE_LK_D43_LANDING
JAISoundInfoID,10405,JA_SE_LK_PG_BOMB_STRIKE
JAISoundInfoID,10406,JA_SE_LK_SAIL_TO_POWER_UP
JAISoundInfoID,10407,JA_SE_LK_SAIL_TO_NORMAL
JAISoundInfoID,12292,JA_SE_SHIP_GO_NORMAL
JAISoundInfoID,12293,JA_SE_SHIP_WAVE_L
JAISoundInfoID,12294,JA_SE_SHIP_WAVE_S
JAISoundInfoID,12313,JA_SE_OBJ_OTOSHIANA_SUS
JAISoundInfoID,12314,JA_SE_OBJ_PRT_LIFT_WORK
JAISoundInfoID,12324,JA_SE_OBJ_TENBIN_LIFT_MOVE
JAISoundInfoID,12325,JA_SE_OBJ_FLOAT_LIFT_MOVE
JAISoundInfoID,12339,JA_SE_ATM_RIVER_M
JAISoundInfoID,12340,JA_SE_ATM_RIVER_S
JAISoundInfoID,12346,JA_SE_ATM_RIVER_S_ISLE
JAISoundInfoID,12347,JA_SE_OBJ_L_HOUSE_ROUND
JAISoundInfoID,12349,JA_SE_OBJ_BS_BOAT_CRUISE
JAISoundInfoID,12350,JA_SE_CM_PG_FLYING
JAISoundInfoID,14336,JA_SE_LK_FT_WALK
JAISoundInfoID,14337,JA_SE_LK_FT_JUMP
JAISoundInfoID,14338,JA_SE_LK_FT_BOUND
JAISoundInfoID,14339,JA_SE_LK_HD_NORMAL
JAISoundInfoID,14343,JA_SE_LK_SWIM
JAISoundInfoID,14344,JA_SE_LK_INTO_WATER
JAISoundInfoID,14345,JA_SE_LK_OUTOF_WATER
JAISoundInfoID,14346,JA_SE_MO_FT_WALK
JAISoundInfoID,14347,JA_SE_MO_FT_JUMP
JAISoundInfoID,14348,JA_SE_MO_FT_BOUND
JAISoundInfoID,14349,JA_SE_FIREBLAST_BLOW
JAISoundInfoID,14350,JA_SE_MAGMA_TO_ISLE
JAISoundInfoID,14351,JA_SE_ISLE_TO_MAGMA
JAISoundInfoID,14352,JA_SE_LK_FALL_MAGMA
JAISoundInfoID,14353,JA_SE_LK_FALL_DOWN
JAISoundInfoID,14354,JA_SE_FT_SUSBRIDGE_C
JAISoundInfoID,14355,JA_SE_FT_SUSBRIDGE_R
JAISoundInfoID,14356,JA_SE_FT_ADD_GRASS
JAISoundInfoID,14357,JA_SE_FT_LADDER_CLIMB
JAISoundInfoID,14358,JA_SE_FT_ROPE_UP
JAISoundInfoID,14359,JA_SE_FT_ROPE_DOWN
JAISoundInfoID,14360,JA_SE_FT_LADDER_CLIMB_D
JAISoundInfoID,14363,JA_SE_ATM_PRT_SHIP_CREAK
JAISoundInfoID,14364,JA_SE_LK_SHIP_CRANE_DROP
JAISoundInfoID,14365,JA_SE_LK_SHIP_CRANE_LIFTUP
JAISoundInfoID,14366,JA_SE_LK_SHIP_CRANE_SALVAGE
JAISoundInfoID,14367,JA_SE_LK_SHIP_CANNON_FLY
JAISoundInfoID,14368,JA_SE_LK_SHIP_CRANE_LIFT_T
JAISoundInfoID,14369,JA_SE_OBJ_KASSHA_LIFT_SWING
JAISoundInfoID,14370,JA_SE_OBJ_KASSHA_LIFT_MOVE
JAISoundInfoID,14371,JA_SE_OBJ_SHOKU_LIFT_MOVE
JAISoundInfoID,14374,JA_SE_CMN_S_FT_WALK
JAISoundInfoID,14375,JA_SE_CMN_S_FT_JUMP
JAISoundInfoID,14376,JA_SE_CMN_S_FT_BOUND
JAISoundInfoID,14377,JA_SE_CMN_S_HD_NORMAL
JAISoundInfoID,14378,JA_SE_CLD_FT_WALK
JAISoundInfoID,14379,JA_SE_MAKORE_FT_WALK
JAISoundInfoID,14380,JA_SE_MAKORE_FT_JUMP
JAISoundInfoID,14381,JA_SE_KOLOG_FT_WALK
JAISoundInfoID,14382,JA_SE_KOLOG_FT_JUMP
JAISoundInfoID,14383,JA_SE_LK_WALK_HEAVY
JAISoundInfoID,14384,JA_SE_LK_JUMP_HEAVY
JAISoundInfoID,14385,JA_SE_LK_FT_SW_SHIELD
JAISoundInfoID,14386,JA_SE_ST_WALK
JAISoundInfoID,14389,JA_SE_KOLOG_FT_KARAKARA
JAISoundInfoID,14390,JA_SE_TN_WALK
JAISoundInfoID,14391,JA_SE_TN_JUMP
JAISoundInfoID,14392,JA_SE_LK_FT_JUMP_SHIP
JAISoundInfoID,14393,JA_SE_LK_FT_WALK_SHIP
JAISoundInfoID,14396,JA_SE_FT_PW_RUN_AWAY
JAISoundInfoID,14399,JA_SE_FT_LK_D35_WALK
JAISoundInfoID,14400,JA_SE_FT_LK_D50_LANDING
JAISoundInfoID,16660,JA_SE_CV_KG_SLEEP
JAISoundInfoID,18432,JA_SE_CV_NULL
JAISoundInfoID,18433,JA_SE_CV_MG_NORMAL
JAISoundInfoID,18434,JA_SE_CV_MG_ATTACK
JAISoundInfoID,18435,JA_SE_CV_MG_DAMAGE
JAISoundInfoID,18436,JA_SE_CV_MG_FAINTED
JAISoundInfoID,18437,JA_SE_CV_KAMOME
JAISoundInfoID,18438,JA_SE_CV_KAMOME_DAMAGE
JAISoundInfoID,18439,JA_SE_CV_KAMOME_REVENGE
JAISoundInfoID,18440,JA_SE_CV_KAMOME_ATTACK
JAISoundInfoID,18441,JA_SE_CV_MO_DAMAGE
JAISoundInfoID,18442,JA_SE_CV_MO_DAMAGE_HIP
